machine_identifier,timestamp,accumulated_dead_time,identifier,station,station_instance,subsystem_instance,code
innovative_cheese_machine,2022-06-05T23:00:00.000Z,11.943,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-06-06T03:00:00.000Z,48.837,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-06-10T09:00:00.000Z,1236.503,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-06-28T01:00:00.000Z,33.181,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-06-29T22:00:00.000Z,37.413,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-07-11T19:00:00.000Z,70.29299999999999,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-07-18T09:00:00.000Z,13.595,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-07-19T06:00:00.000Z,46.753,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-07-28T15:00:00.000Z,14.231,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-07-13T11:00:00.000Z,30.212,318.2.758.0.1130.0.1.0,318,2,0,1130
innovative_cheese_machine,2022-05-16T13:00:00.000Z,130.272,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-05-17T11:00:00.000Z,335.58,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-05-17T12:00:00.000Z,14.752,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-06-02T23:00:00.000Z,23.775,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-06-22T02:00:00.000Z,0.064,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-06-27T12:00:00.000Z,36.507,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-07-28T04:00:00.000Z,32.28,318.2.768.0.1427.0.0.0,318,2,0,1427
innovative_cheese_machine,2022-05-31T13:00:00.000Z,25.789,318.2.797.0.1498.17744.0.0,318,2,0,1498
innovative_cheese_machine,2022-07-13T13:00:00.000Z,8.027,318.2.797.0.1931.0.4.0,318,2,0,1931
innovative_cheese_machine,2022-05-04T07:00:00.000Z,400.566,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-04T14:00:00.000Z,31.984,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-05T06:00:00.000Z,38.804,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-07T01:00:00.000Z,131.702,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-10T11:00:00.000Z,20.71,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-12T22:00:00.000Z,17.188,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-16T04:00:00.000Z,389.74300000000005,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-23T21:00:00.000Z,10.967,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T05:00:00.000Z,107.24199999999999,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T18:00:00.000Z,32.524,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T21:00:00.000Z,32.524,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T03:00:00.000Z,37.885,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T07:00:00.000Z,209.586,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-30T04:00:00.000Z,28.489,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-31T14:00:00.000Z,84.74100000000001,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-02T01:00:00.000Z,155.836,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-02T04:00:00.000Z,55.684,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-02T23:00:00.000Z,30.588,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-03T18:00:00.000Z,15.815,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-09T01:00:00.000Z,84.461,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-10T07:00:00.000Z,206.308,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-13T19:00:00.000Z,293.64099999999996,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-15T04:00:00.000Z,0.348,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-23T20:00:00.000Z,8.461,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-06-28T02:00:00.000Z,57.291,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-07-13T23:00:00.000Z,35.469,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-07-14T20:00:00.000Z,41.749,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-07-15T03:00:00.000Z,452.298,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-07-20T05:00:00.000Z,193.026,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-16T23:00:00.000Z,88.602,319.0.757.0.1952.0.1.0,319,0,0,1952
innovative_cheese_machine,2022-05-05T12:00:00.000Z,155.646,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-05-18T11:00:00.000Z,159.198,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-06-08T13:00:00.000Z,448.557,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-06-20T18:00:00.000Z,606.42,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-06-29T14:00:00.000Z,622.515,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-07-18T08:00:00.000Z,54.961,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-07-27T10:00:00.000Z,131.722,41.1.926.2.1095.0.1.0,41,1,2,1095
innovative_cheese_machine,2022-06-14T10:00:00.000Z,112.878,41.2.926.3.1152.0.1.0,41,2,3,1152
innovative_cheese_machine,2022-06-21T11:00:00.000Z,944.494,41.2.926.3.1152.0.1.0,41,2,3,1152
innovative_cheese_machine,2022-06-20T14:00:00.000Z,90.725,53.0.116.0.1082.0.1.0,53,0,0,1082
innovative_cheese_machine,2022-06-03T19:00:00.000Z,103.10300000000001,6.0.108.0.1178.0.1.0,6,0,0,1178
innovative_cheese_machine,2022-06-17T03:00:00.000Z,41.217,6.0.108.0.1178.0.1.0,6,0,0,1178
innovative_cheese_machine,2022-05-09T10:00:00.000Z,39.433,8.0.108.1.1176.0.1.0,8,0,1,1176
innovative_cheese_machine,2022-06-10T15:00:00.000Z,38.713,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-06-20T10:00:00.000Z,86.989,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-06-21T18:00:00.000Z,44.404,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-06-27T09:00:00.000Z,35.273,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-07-26T03:00:00.000Z,27.836,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-07-26T11:00:00.000Z,33.941,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-07-29T06:00:00.000Z,76.353,80.0.117.2.1001.0.1.0,80,0,2,1001
innovative_cheese_machine,2022-06-24T03:00:00.000Z,442.141,80.0.125.1.1036.0.1.0,80,0,1,1036
innovative_cheese_machine,2022-06-30T02:00:00.000Z,21.597,80.0.125.1.1036.0.1.0,80,0,1,1036
innovative_cheese_machine,2022-06-21T03:00:00.000Z,110.633,80.0.125.2.1604.0.1.0,80,0,2,1604
innovative_cheese_machine,2022-06-23T00:00:00.000Z,37.292,80.0.125.2.1604.0.1.0,80,0,2,1604
innovative_cheese_machine,2022-05-09T14:00:00.000Z,0.0,80.0.129.0.1013.0.1.0,80,0,0,1013
innovative_cheese_machine,2022-05-24T06:00:00.000Z,19.654,80.0.799.0.1005.0.2.0,80,0,0,1005
innovative_cheese_machine,2022-06-01T09:00:00.000Z,55.869,80.0.799.0.1005.0.2.0,80,0,0,1005
innovative_cheese_machine,2022-05-24T06:00:00.000Z,96.564,89.0.211.0.2264.65535.0.0,89,0,0,2264
innovative_cheese_machine,2022-05-09T09:00:00.000Z,43.284,903.0.931.0.1095.0.1002.0,903,0,0,1095
innovative_cheese_machine,2022-05-13T15:00:00.000Z,139.18800000000002,903.0.931.0.1095.0.1002.0,903,0,0,1095
innovative_cheese_machine,2022-07-07T13:00:00.000Z,47.796,903.0.931.0.1095.0.1011.0,903,0,0,1095
innovative_cheese_machine,2022-05-23T04:00:00.000Z,30.069,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-05-23T20:00:00.000Z,128.025,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-06-27T17:00:00.000Z,56.732,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-07-16T11:00:00.000Z,48.064,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-05-07T01:00:00.000Z,66.08,92.0.0.0.2030.0.82.0,92,0,0,2030
innovative_cheese_machine,2022-05-11T13:00:00.000Z,34.985,92.0.0.0.2030.0.82.0,92,0,0,2030
innovative_cheese_machine,2022-05-04T08:00:00.000Z,9.78,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-04T10:00:00.000Z,44.357,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-04T13:00:00.000Z,30.069,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-04T20:00:00.000Z,135.198,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-05T18:00:00.000Z,36.024,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-06T12:00:00.000Z,126.517,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T02:00:00.000Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T04:00:00.000Z,13.489,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T08:00:00.000Z,46.445,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-06-08T07:00:00.000Z,56.253,92.0.122.0.1019.0.1.0,92,0,0,1019
