machine_identifier,start_ts,end_ts,duration_in_s,identifier,station,station_instance,subsystem_instance,code
innovative_cheese_machine,2022-05-23T13:03:32.953Z,2022-05-23T13:04:27.151Z,54.198,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-23T13:24:54.197Z,2022-05-23T13:25:05.520Z,11.323,318.1.266.0.1331.4.1.0,318,1,0,1331
innovative_cheese_machine,2022-05-23T13:48:10.171Z,2022-05-23T13:49:24.000Z,73.829,93.0.0.0.1999.0.2.0,93,0,0,1999
innovative_cheese_machine,2022-05-23T13:50:07.784Z,2022-05-23T13:50:53.885Z,46.101,318.2.266.0.1331.3.1.0,318,2,0,1331
innovative_cheese_machine,2022-05-23T13:51:07.101Z,2022-05-23T13:51:15.249Z,8.148,318.2.266.0.1331.3.1.0,318,2,0,1331
innovative_cheese_machine,2022-05-23T13:51:21.229Z,2022-05-23T13:52:06.493Z,45.264,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-05-23T14:11:19.442Z,2022-05-23T14:18:08.688Z,409.246,318.2.266.0.1331.4.1.0,318,2,0,1331
innovative_cheese_machine,2022-05-23T15:56:40.832Z,2022-05-23T15:57:01.924Z,21.092,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-23T16:44:44.982Z,2022-05-23T16:52:28.659Z,463.677,318.2.751.0.1985.2.1007.0,318,2,0,1985
innovative_cheese_machine,2022-05-23T18:05:00.140Z,2022-05-23T18:16:09.707Z,669.567,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-23T18:19:16.357Z,2022-05-23T18:19:34.669Z,18.312,80.0.799.0.1005.0.2.0,80,0,0,1005
innovative_cheese_machine,2022-05-23T20:26:31.591Z,2022-05-23T20:27:57.380Z,85.789,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-05-23T20:28:07.148Z,2022-05-23T20:28:49.384Z,42.236,91.0.122.0.1019.0.1.0,91,0,0,1019
innovative_cheese_machine,2022-05-23T20:29:14.381Z,2022-05-23T20:30:05.562Z,51.181,318.1.797.0.1931.0.4.0,318,1,0,1931
innovative_cheese_machine,2022-05-23T21:09:39.761Z,2022-05-23T21:09:50.728Z,10.967,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-23T22:03:19.569Z,2022-05-23T22:03:58.621Z,39.052,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-23T22:13:05.563Z,2022-05-23T22:14:26.845Z,81.282,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-23T22:32:20.812Z,2022-05-23T22:33:15.325Z,54.513,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T00:07:43.574Z,2022-05-24T00:10:49.252Z,185.678,1.0.130.1.1010.0.1.0,1,0,1,1010
innovative_cheese_machine,2022-05-24T00:27:43.804Z,2022-05-24T00:27:43.868Z,0.064,318.1.768.0.1427.0.0.0,318,1,0,1427
innovative_cheese_machine,2022-05-24T01:34:29.472Z,2022-05-24T01:35:03.604Z,34.132,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T01:50:15.791Z,2022-05-24T01:52:29.890Z,134.099,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T02:16:39.917Z,2022-05-24T02:19:47.664Z,187.747,2.0.130.0.1010.0.0.0,2,0,0,1010
innovative_cheese_machine,2022-05-24T04:59:20.289Z,2022-05-24T04:59:34.114Z,13.825,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T04:59:34.154Z,2022-05-24T05:00:15.631Z,41.477,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T05:51:05.330Z,2022-05-24T05:51:20.317Z,14.987,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T05:51:20.357Z,2022-05-24T05:52:36.981Z,76.624,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T06:29:28.500Z,2022-05-24T06:29:48.154Z,19.654,80.0.799.0.1005.0.2.0,80,0,0,1005
innovative_cheese_machine,2022-05-24T06:31:49.260Z,2022-05-24T06:33:25.824Z,96.564,89.0.211.0.2264.65535.0.0,89,0,0,2264
innovative_cheese_machine,2022-05-24T06:35:21.582Z,2022-05-24T06:37:37.476Z,135.894,2.0.107.0.1175.0.0.0,2,0,0,1175
innovative_cheese_machine,2022-05-24T06:58:08.229Z,2022-05-24T06:58:08.293Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T09:44:39.232Z,2022-05-24T09:46:49.901Z,130.669,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T09:46:56.385Z,2022-05-24T09:53:50.434Z,414.049,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T10:16:19.504Z,2022-05-24T10:17:25.385Z,65.881,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T10:17:28.469Z,2022-05-24T10:18:22.397Z,53.928,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T11:37:24.365Z,2022-05-24T11:39:23.506Z,119.141,2.0.107.0.1175.0.0.0,2,0,0,1175
innovative_cheese_machine,2022-05-24T11:39:23.546Z,2022-05-24T11:40:14.259Z,50.713,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T12:46:43.510Z,2022-05-24T12:47:17.494Z,33.984,1.0.130.1.1179.0.3.0,1,0,1,1179
innovative_cheese_machine,2022-05-24T12:47:48.839Z,2022-05-24T12:48:32.988Z,44.149,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T12:51:15.138Z,2022-05-24T12:51:15.138Z,0.0,80.0.129.0.1013.0.1.0,80,0,0,1013
innovative_cheese_machine,2022-05-24T13:21:29.624Z,2022-05-24T13:21:29.688Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T13:46:57.950Z,2022-05-24T13:47:30.108Z,32.158,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T14:21:44.990Z,2022-05-24T14:22:14.403Z,29.413,20.0.625.0.2300.0.0.0,20,0,0,2300
innovative_cheese_machine,2022-05-24T14:22:22.772Z,2022-05-24T14:40:18.562Z,1075.79,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T14:40:26.930Z,2022-05-24T14:40:27.926Z,0.996,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T14:57:19.632Z,2022-05-24T14:57:49.700Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T15:19:38.403Z,2022-05-24T15:20:32.387Z,53.984,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T15:20:56.464Z,2022-05-24T15:21:26.532Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T15:22:28.653Z,2022-05-24T15:23:42.553Z,73.9,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T15:27:14.632Z,2022-05-24T15:28:24.708Z,70.076,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T15:33:29.564Z,2022-05-24T15:33:29.628Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T15:47:22.741Z,2022-05-24T15:48:11.686Z,48.945,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T15:52:56.801Z,2022-05-24T15:55:35.983Z,159.182,14.0.0.0.1427.0.1.0,14,0,0,1427
innovative_cheese_machine,2022-05-24T16:38:13.350Z,2022-05-24T16:38:13.414Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T16:56:21.348Z,2022-05-24T17:00:24.430Z,243.082,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T17:01:55.743Z,2022-05-24T17:01:55.807Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T17:08:13.584Z,2022-05-24T17:08:53.932Z,40.348,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T17:09:17.935Z,2022-05-24T17:10:49.841Z,91.906,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T17:12:46.698Z,2022-05-24T17:13:16.766Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T17:18:06.618Z,2022-05-24T17:18:28.820Z,22.202,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:18:36.449Z,2022-05-24T17:19:08.958Z,32.509,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:19:17.326Z,2022-05-24T17:19:41.454Z,24.128,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:19:49.823Z,2022-05-24T17:21:20.792Z,90.969,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:21:29.163Z,2022-05-24T17:23:27.517Z,118.354,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:23:35.889Z,2022-05-24T17:27:11.223Z,215.334,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-24T17:51:13.500Z,2022-05-24T17:51:13.690Z,0.19,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T18:00:46.336Z,2022-05-24T18:01:16.404Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T18:12:38.755Z,2022-05-24T18:12:38.819Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-24T18:18:35.731Z,2022-05-24T18:19:19.352Z,43.621,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T18:22:06.205Z,2022-05-24T18:22:36.274Z,30.069,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T18:33:13.480Z,2022-05-24T18:34:10.846Z,57.366,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T18:36:33.595Z,2022-05-24T18:37:06.119Z,32.524,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T19:31:40.544Z,2022-05-24T19:32:10.613Z,30.069,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T19:52:58.768Z,2022-05-24T19:53:29.276Z,30.508,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-24T20:17:58.669Z,2022-05-24T20:18:39.121Z,40.452,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T20:48:44.522Z,2022-05-24T20:48:44.522Z,0.0,14.0.0.0.1427.0.1.0,14,0,0,1427
innovative_cheese_machine,2022-05-24T20:57:14.123Z,2022-05-24T20:57:54.699Z,40.576,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T20:57:55.263Z,2022-05-24T20:58:09.348Z,14.085,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T21:01:05.169Z,2022-05-24T21:01:40.874Z,35.705,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-24T21:58:04.663Z,2022-05-24T21:58:37.187Z,32.524,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T22:48:33.242Z,2022-05-24T22:50:50.280Z,137.038,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-24T23:28:21.941Z,2022-05-24T23:31:13.834Z,171.893,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T00:12:14.567Z,2022-05-25T00:14:57.540Z,162.973,2.0.130.0.1010.0.0.0,2,0,0,1010
innovative_cheese_machine,2022-05-25T01:16:05.200Z,2022-05-25T01:17:09.989Z,64.789,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T02:57:57.927Z,2022-05-25T03:00:05.360Z,127.433,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T03:13:51.357Z,2022-05-25T03:14:27.801Z,36.444,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T03:16:35.179Z,2022-05-25T03:17:06.294Z,31.115,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T03:30:17.871Z,2022-05-25T03:30:17.935Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-25T03:34:02.488Z,2022-05-25T03:34:02.552Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-25T03:39:05.792Z,2022-05-25T03:39:05.856Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-25T03:42:15.822Z,2022-05-25T03:42:48.347Z,32.525,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T03:51:17.168Z,2022-05-25T03:53:05.864Z,108.696,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T05:49:43.650Z,2022-05-25T05:50:15.387Z,31.737,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T05:50:23.966Z,2022-05-25T05:50:51.203Z,27.237,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T06:05:49.641Z,2022-05-25T06:06:05.441Z,15.8,1.0.130.1.1179.0.3.0,1,0,1,1179
innovative_cheese_machine,2022-05-25T06:43:17.722Z,2022-05-25T06:43:33.731Z,16.009,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T06:50:08.798Z,2022-05-25T06:51:36.595Z,87.797,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T07:22:13.395Z,2022-05-25T07:22:28.770Z,15.375,20.0.267.0.1562.0.0.0,20,0,0,1562
innovative_cheese_machine,2022-05-25T07:24:19.948Z,2022-05-25T07:26:51.177Z,151.229,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T07:32:40.213Z,2022-05-25T07:33:03.778Z,23.565,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T07:33:03.818Z,2022-05-25T07:33:21.762Z,17.944,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T07:33:21.802Z,2022-05-25T07:33:38.650Z,16.848,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T07:34:06.190Z,2022-05-25T07:34:29.310Z,23.12,318.1.797.0.1931.0.4.0,318,1,0,1931
innovative_cheese_machine,2022-05-25T07:34:56.571Z,2022-05-25T07:35:34.510Z,37.939,318.1.797.0.1931.0.4.0,318,1,0,1931
innovative_cheese_machine,2022-05-25T09:26:15.809Z,2022-05-25T09:26:52.705Z,36.896,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T09:57:54.622Z,2022-05-25T09:58:27.545Z,32.923,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:00:08.179Z,2022-05-25T10:00:36.567Z,28.388,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:01:32.852Z,2022-05-25T10:01:53.796Z,20.944,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:02:14.528Z,2022-05-25T10:02:31.756Z,17.228,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:02:52.100Z,2022-05-25T10:03:08.469Z,16.369,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:03:29.809Z,2022-05-25T10:05:14.540Z,104.731,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:12:36.607Z,2022-05-25T10:12:55.675Z,19.068,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:13:03.660Z,2022-05-25T10:13:17.830Z,14.17,20.0.345.0.1562.0.0.0,20,0,0,1562
innovative_cheese_machine,2022-05-25T10:15:48.337Z,2022-05-25T10:16:05.450Z,17.113,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:16:25.209Z,2022-05-25T10:16:44.970Z,19.761,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:17:04.585Z,2022-05-25T10:17:27.206Z,22.621,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:17:47.455Z,2022-05-25T10:18:03.455Z,16.0,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:18:35.371Z,2022-05-25T10:19:28.644Z,53.273,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:20:35.584Z,2022-05-25T10:23:06.370Z,150.786,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:23:38.138Z,2022-05-25T10:24:00.902Z,22.764,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:24:35.918Z,2022-05-25T10:24:53.167Z,17.249,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:25:14.727Z,2022-05-25T10:25:50.383Z,35.656,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:25:58.963Z,2022-05-25T10:26:37.764Z,38.801,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:26:57.724Z,2022-05-25T10:29:27.302Z,149.578,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:29:58.174Z,2022-05-25T10:31:02.906Z,64.732,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T10:32:20.975Z,2022-05-25T10:33:24.651Z,63.676,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T11:25:41.967Z,2022-05-25T11:26:39.163Z,57.196,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T11:35:38.121Z,2022-05-25T11:35:38.185Z,0.064,318.1.768.0.2104.0.0.0,318,1,0,2104
innovative_cheese_machine,2022-05-25T11:46:10.375Z,2022-05-25T11:49:49.909Z,219.534,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T11:49:58.489Z,2022-05-25T11:51:20.334Z,81.845,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T11:51:28.913Z,2022-05-25T11:52:22.434Z,53.521,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T11:53:26.851Z,2022-05-25T11:54:04.710Z,37.859,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:22:17.968Z,2022-05-25T12:23:06.120Z,48.152,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:32:59.905Z,2022-05-25T12:34:21.554Z,81.649,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:34:30.135Z,2022-05-25T12:35:27.335Z,57.2,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:35:48.567Z,2022-05-25T12:37:34.956Z,106.389,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:37:43.537Z,2022-05-25T12:40:29.665Z,166.128,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:40:29.705Z,2022-05-25T12:40:42.300Z,12.595,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T12:42:03.500Z,2022-05-25T12:44:33.236Z,149.736,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:44:41.816Z,2022-05-25T12:48:13.562Z,211.746,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T12:48:22.142Z,2022-05-25T12:52:48.604Z,266.462,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:04:11.217Z,2022-05-25T13:05:18.126Z,66.909,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:06:48.375Z,2022-05-25T13:07:41.179Z,52.804,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:07:49.580Z,2022-05-25T13:09:39.844Z,110.264,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:09:48.245Z,2022-05-25T13:12:00.661Z,132.416,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:12:09.620Z,2022-05-25T13:16:16.712Z,247.092,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:18:50.766Z,2022-05-25T13:22:22.327Z,211.561,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:27:07.453Z,2022-05-25T13:28:26.395Z,78.942,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T13:28:34.962Z,2022-05-25T13:30:30.532Z,115.57,10.0.621.0.2300.0.0.0,10,0,0,2300
innovative_cheese_machine,2022-05-25T16:33:28.798Z,2022-05-25T16:33:39.642Z,10.844,20.0.625.0.2300.0.0.0,20,0,0,2300
innovative_cheese_machine,2022-05-25T16:53:58.180Z,2022-05-25T16:56:24.929Z,146.749,2.0.130.0.1010.0.0.0,2,0,0,1010
innovative_cheese_machine,2022-05-25T18:41:36.374Z,2022-05-25T18:42:11.420Z,35.046,93.0.122.0.1019.0.1.0,93,0,0,1019
innovative_cheese_machine,2022-05-25T20:54:57.844Z,2022-05-25T20:55:23.871Z,26.027,3.0.0.0.1168.0.0.0,3,0,0,1168
innovative_cheese_machine,2022-05-25T21:08:03.688Z,2022-05-25T21:11:14.822Z,191.134,2.0.130.0.1010.0.0.0,2,0,0,1010
innovative_cheese_machine,2022-05-25T21:29:08.922Z,2022-05-25T21:29:41.446Z,32.524,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T21:58:03.725Z,2022-05-25T22:16:42.204Z,1118.479,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T22:30:37.321Z,2022-05-25T22:31:18.361Z,41.04,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-25T22:37:01.557Z,2022-05-25T22:38:22.659Z,81.102,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-25T22:46:58.680Z,2022-05-25T22:47:50.428Z,51.748,1.0.130.1.1010.0.1.0,1,0,1,1010
innovative_cheese_machine,2022-05-25T22:57:08.419Z,2022-05-25T22:57:42.471Z,34.052,2.0.130.0.1010.0.0.0,2,0,0,1010
innovative_cheese_machine,2022-05-30T04:45:35.927Z,2022-05-30T04:45:35.927Z,0.0,14.0.0.0.1427.0.1.0,14,0,0,1427
innovative_cheese_machine,2022-05-30T04:50:01.386Z,2022-05-30T04:51:23.615Z,82.229,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:51:23.655Z,2022-05-30T04:51:37.959Z,14.304,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-30T04:51:38.431Z,2022-05-30T04:51:55.687Z,17.256,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:51:56.175Z,2022-05-30T04:53:33.568Z,97.393,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:53:33.840Z,2022-05-30T04:53:34.463Z,0.623,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:54:14.176Z,2022-05-30T04:55:15.225Z,61.049,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:55:15.265Z,2022-05-30T04:55:29.450Z,14.185,319.0.757.0.1950.0.5.0,319,0,0,1950
innovative_cheese_machine,2022-05-30T04:55:31.981Z,2022-05-30T04:55:52.185Z,20.204,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:55:55.173Z,2022-05-30T04:58:25.502Z,150.329,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T04:58:28.458Z,2022-05-30T05:04:19.149Z,350.691,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T05:04:22.890Z,2022-05-30T07:45:00.922Z,9638.032,318.1.797.0.1498.17744.0.0,318,1,0,1498
innovative_cheese_machine,2022-05-30T14:13:48.882Z,2022-05-30T14:15:43.215Z,114.333,20.0.116.1.1181.0.1.0,20,0,1,1181
innovative_cheese_machine,2022-05-30T20:57:02.672Z,2022-05-30T20:57:48.144Z,45.472,1.0.130.1.1010.0.1.0,1,0,1,1010
innovative_cheese_machine,2022-05-31T02:45:32.356Z,2022-05-31T02:46:02.424Z,30.068,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:15:58.716Z,2022-05-31T03:16:31.201Z,32.485,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:17:42.365Z,2022-05-31T03:17:55.626Z,13.261,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:22:42.660Z,2022-05-31T03:23:14.697Z,32.037,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:27:02.911Z,2022-05-31T03:27:32.980Z,30.069,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:39:27.552Z,2022-05-31T03:39:41.811Z,14.259,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T03:58:09.484Z,2022-05-31T03:59:27.636Z,78.152,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T04:00:01.900Z,2022-05-31T04:00:15.389Z,13.489,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T04:01:48.110Z,2022-05-31T04:02:20.154Z,32.044,20.0.623.0.2300.0.0.0,20,0,0,2300
innovative_cheese_machine,2022-05-31T05:54:58.286Z,2022-05-31T05:55:28.353Z,30.067,92.0.122.0.1019.0.1.0,92,0,0,1019
innovative_cheese_machine,2022-05-31T06:28:01.151Z,2022-05-31T06:28:25.727Z,24.576,1.0.130.1.1010.0.1.0,1,0,1,1010
